what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1496035625398
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1496035625404
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1496035625404
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1496035625444
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1496035625498
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1496035625501
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1496035625546
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1496035625597
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1496035625615
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1496035625625
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1496035625644
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1496035625644
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1496035625651
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1496035625651
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1496035625651
started,bundle,org.lejos.nxt.ldt,0.9.0.201202141552,"org.lejos.nxt.ldt",1496035625652
os,sysinfo,,,"macosx",1496035625655
arch,sysinfo,,,"x86_64",1496035625655
ws,sysinfo,,,"cocoa",1496035625655
locale,sysinfo,,,"en_US",1496035625655
processors,sysinfo,,,"2",1496035625655
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1496035625655
java.runtime.version,sysinfo,,,"1.6.0_65-b14-468-11M4833",1496035625655
java.specification.name,sysinfo,,,"Java Platform API Specification",1496035625655
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1496035625655
java.specification.version,sysinfo,,,"1.6",1496035625655
java.vendor,sysinfo,,,"Apple Inc.",1496035625655
java.version,sysinfo,,,"1.6.0_65",1496035625655
java.vm.info,sysinfo,,,"mixed mode",1496035625655
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1496035625655
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1496035625655
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1496035625655
java.vm.specification.version,sysinfo,,,"1.0",1496035625655
java.vm.vendor,sysinfo,,,"Apple Inc.",1496035625655
java.vm.version,sysinfo,,,"20.65-b04-468",1496035625655
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1496035625755
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1496035626301
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1496035626439
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1496035626474
started,bundle,org.eclipse.cdt.make.core,7.0.1.201102110609,"org.eclipse.cdt.make.core",1496035626541
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1496035626789
started,bundle,org.eclipse.cdt.managedbuilder.core,7.0.2.201102110609,"org.eclipse.cdt.managedbuilder.core",1496035626963
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1496035627149
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1496035627208
started,bundle,org.eclipse.cdt.core,5.2.1.201102110609,"org.eclipse.cdt.core",1496035627528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496035628362
started,bundle,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui",1496035628558
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1496035628561
started,bundle,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui",1496035628763
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1496035628959
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1496035629019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496035630956
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1496035633001
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1496035633002
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496035662812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036448905
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1496036448945
error,log,,,"Unhandled event loop exception",1496036453664
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1496036457636
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1496036460078
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036466810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036485432
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1496036485680
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1496036485813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036494899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036500545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036506028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036560983
error,log,,,"Unhandled event loop exception",1496036562572
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1496036567517
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036567556
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036572767
error,log,,,"Unhandled event loop exception",1496036574409
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036574855
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036576496
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036586656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036586759
error,log,,,"Unhandled event loop exception",1496036586930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036593816
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036619637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036627336
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036632260
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1496036635100
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036635515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036637512
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036639088
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036641434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036651514
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036652789
error,log,,,"Unhandled event loop exception",1496036652839
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036655093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036666660
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036672406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036685602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036933632
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036948971
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1496036961784
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1496036962316
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036971686
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496036993402
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037001004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037024499
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037067947
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037075603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037089750
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037097623
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1496037144735
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1496037147769
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1496037149551
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037154473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037166632
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1496037166810
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1496037166919
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1496037170492
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1496037170680
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1496037176111
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1496037176298
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1496037176433
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1496037177471
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1496037177659
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1496037180335
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1496037187400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037356569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037364579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037370187
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037472495
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037487743
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037498700
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037529611
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037531222
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1496037534854
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1496037535282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1496037540382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037543484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037608304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037632739
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037634990
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1496037644929
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037646480
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037684136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496037689519
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496038495661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1496038528137
