what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605082846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605090842
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605093426
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1495605124978
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605128935
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605128999
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605136984
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605176118
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605264277
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605393610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605401801
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605499355
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605541509
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605544409
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605568413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605585906
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605641344
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605671933
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605677582
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605699229
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605701050
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605718676
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605721686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605734230
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605734308
error,log,,,"Unhandled event loop exception",1495605734353
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605749815
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605749899
error,log,,,"Unhandled event loop exception",1495605749945
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605757455
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605761913
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1495605771633
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495605776907
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605796163
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605799282
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605827557
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605864180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605878607
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495605896568
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1495605919374
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495605923212
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1495605930949
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495605934064
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1495605970249
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495605974850
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495605999105
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495606003508
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495606004648
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495606005636
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606027373
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606050321
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1495606056456
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495606058513
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1495606344242
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1495606344382
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1495606344407
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1495606347634
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1495606347788
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606347797
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1495606348265
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1495606348724
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1495606348956
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1495606349021
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1495606349024
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1495606349094
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606374081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606499159
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606503354
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606548243
error,log,,,"Unhandled event loop exception",1495606550880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606575437
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1495606575528
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606587577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606602305
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606607849
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606700285
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495606711501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606756257
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1495606779761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606779841
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495606779991
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495606780063
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1495606784322
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495606790488
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495606790551
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1495606791929
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606797302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606797373
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495606798542
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606798586
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1495606798654
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495606805263
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606823302
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606852257
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606857825
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606874250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606876797
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606974061
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495606983602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607137435
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1495607152406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495607154337
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495607154560
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495607154759
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495607154928
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1495607155064
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1495607155937
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495607156122
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1495607157489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495607157884
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495607170743
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607172963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607223190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607262509
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607283326
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607299300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607332914
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495607351844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607356939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607412644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495607439010
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607441425
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607453969
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495607458896
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495607458896
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1495607458913
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1495607460798
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1495607471146
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495607471343
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495607471416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607487532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607490490
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607490530
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607514212
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607516880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607563820
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495607565304
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608033817
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1495608035734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608054001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608054035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608055363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1495608055406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608063947
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608063980
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608067018
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1495608067057
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608242406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608242450
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608246452
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1495608246503
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495608246537
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608249309
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608249344
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608250237
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1495608250275
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608252474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608253799
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495608254146
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1495608254731
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1495608254731
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1495608254815
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1495608254868
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1495608254868
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1495608254890
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1495608254914
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1495608254914
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1495608254916
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1495608254917
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1495608254936
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1495608254936
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1495608254936
