what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1495513231310
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1495513231310
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1495513231311
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1495513231311
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1495513231321
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1495513231322
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1495513231326
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1495513231327
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1495513231328
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1495513231329
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1495513231329
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1495513231360
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1495513231361
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1495513231387
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1495513231394
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1495513231395
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1495513231396
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1495513231397
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1495513231397
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1495513231398
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1495513231398
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1495513231451
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1495513231452
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1495513231454
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1495513231455
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1495513231455
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1495513231465
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1495513231468
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1495513231468
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1495513231470
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1495513231470
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1495513231471
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1495513231471
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1495513231472
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1495513231473
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1495513231473
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1495513231474
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1495513231475
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1495513231475
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1495513231476
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1495513231477
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1495513231478
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1495513231478
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1495513231478
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1495513231479
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1495513231480
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1495513231487
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1495513231488
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1495513231499
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1495513231500
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1495513231500
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1495513231501
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1495513231502
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1495513231515
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1495513231516
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1495513231517
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1495513231517
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1495513231518
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1495513231519
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1495513231519
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1495513231519
started,bundle,org.lejos.nxt.ldt,0.9.0.201202141552,"org.lejos.nxt.ldt",1495513231520
os,sysinfo,,,"macosx",1495513231523
arch,sysinfo,,,"x86_64",1495513231523
ws,sysinfo,,,"cocoa",1495513231523
locale,sysinfo,,,"en_US",1495513231523
processors,sysinfo,,,"2",1495513231523
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1495513231523
java.runtime.version,sysinfo,,,"1.6.0_65-b14-468-11M4833",1495513231523
java.specification.name,sysinfo,,,"Java Platform API Specification",1495513231523
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1495513231523
java.specification.version,sysinfo,,,"1.6",1495513231523
java.vendor,sysinfo,,,"Apple Inc.",1495513231523
java.version,sysinfo,,,"1.6.0_65",1495513231523
java.vm.info,sysinfo,,,"mixed mode",1495513231523
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1495513231523
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1495513231523
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1495513231523
java.vm.specification.version,sysinfo,,,"1.0",1495513231523
java.vm.vendor,sysinfo,,,"Apple Inc.",1495513231523
java.vm.version,sysinfo,,,"20.65-b04-468",1495513231523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495515285078
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495515285092
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1495515288244
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495515296419
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495515321881
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495515321950
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1495515325824
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1495515326840
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1495515328391
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1495515337050
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495515343693
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516498827
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516557424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516613276
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516616904
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1495516621122
error,log,,,"Internal Error",1495516663880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516672380
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1495516674363
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1495516684292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516688195
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516703550
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495516703795
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1495516703954
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516711193
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516795840
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516800267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516816400
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516821612
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516832493
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516850808
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516853519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516866777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516866875
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516867020
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516872338
error,log,,,"Unhandled event loop exception",1495516872439
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516891712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516900068
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516907928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516908036
error,log,,,"Unhandled event loop exception",1495516908162
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516916915
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516922487
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1495516934555
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516939712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516946142
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516969705
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516974301
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516983535
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495516986451
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517006606
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517012902
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517014472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517063968
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517138974
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517146308
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517153412
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517189291
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517215116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517280474
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517330508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1495517411764
